"id","acelX","acelY","acelZ","girX","girY","girZ","idTipoMovimento","mag"
10287,1061.0,-1315.0,2768.0,4928.0,9005.0,3099.0,2,5048.0
10288,1571.0,-421.0,3507.0,4880.0,8983.0,6920.0,2,5588.0
10289,952.0,-201.0,3520.0,4832.0,-6760.0,-5774.0,2,-4164.0
10290,1322.0,-501.0,3337.0,4960.0,720.0,4974.0,2,-10815.0
10291,-63.0,-657.0,3526.0,4944.0,-4191.0,596.0,2,-16552.0
10292,893.0,-1226.0,3385.0,4928.0,-3935.0,4075.0,2,4211.0
10293,987.0,-1390.0,4209.0,4880.0,16257.0,4386.0,2,11887.0
10294,810.0,-243.0,3041.0,4832.0,-11260.0,-9023.0,2,-947.0
10295,1318.0,-1240.0,3036.0,4880.0,8694.0,4222.0,2,5077.0
10296,2236.0,-784.0,3567.0,4896.0,10241.0,10278.0,2,-6140.0
10297,809.0,-453.0,2591.0,4960.0,-10339.0,-6646.0,2,-9631.0
10298,1338.0,-1431.0,4257.0,4880.0,6352.0,4870.0,2,-6389.0
10299,2289.0,-992.0,3214.0,4896.0,7985.0,6667.0,2,-13337.0
10300,887.0,38.0,2467.0,4832.0,-8559.0,-5946.0,2,-4734.0
10301,988.0,-1151.0,3327.0,4880.0,495.0,2147.0,2,-13521.0
10302,276.0,-1087.0,3763.0,4896.0,-3223.0,716.0,2,-20076.0
10303,1646.0,-1544.0,4142.0,4848.0,4490.0,6911.0,2,-3242.0
10304,1628.0,-925.0,3740.0,4880.0,6521.0,2511.0,2,-1477.0
10305,853.0,-220.0,2522.0,4960.0,-7985.0,-4648.0,2,-8276.0
10306,1127.0,-780.0,4348.0,4944.0,2179.0,2110.0,2,-7887.0
10307,1190.0,-821.0,3830.0,4944.0,-2948.0,4226.0,2,-18875.0
10308,767.0,-457.0,3189.0,4944.0,-3603.0,109.0,2,-3827.0
10309,1284.0,-584.0,2392.0,4960.0,6185.0,4516.0,2,5150.0
10310,1727.0,-601.0,3220.0,4896.0,5863.0,1418.0,2,10191.0
10311,835.0,-10.0,2700.0,4880.0,-9806.0,-5819.0,2,-1518.0
10312,1458.0,-1312.0,3658.0,4880.0,12320.0,6322.0,2,-2240.0
10313,1760.0,-237.0,3643.0,4848.0,1891.0,4998.0,2,-12723.0
10314,135.0,-890.0,3109.0,4896.0,-5062.0,-1430.0,2,-12523.0
10315,1239.0,-1028.0,2729.0,4928.0,8362.0,4875.0,2,-6716.0
10316,-289.0,-1000.0,3833.0,4880.0,1532.0,1093.0,2,-20383.0
10317,1009.0,-570.0,4783.0,4896.0,708.0,5445.0,2,-5763.0
10318,1122.0,111.0,2706.0,4832.0,2551.0,-1308.0,2,8479.0
10319,1001.0,-564.0,3243.0,4848.0,614.0,-2261.0,2,251.0
10320,342.0,-1775.0,3235.0,4928.0,-3905.0,941.0,2,-10962.0
10321,857.0,-184.0,2782.0,4880.0,4368.0,-3976.0,2,12874.0
10322,1015.0,-348.0,4594.0,4832.0,5007.0,-2571.0,2,7249.0
10323,921.0,-338.0,4211.0,4832.0,-5254.0,-6550.0,2,-925.0
10324,1282.0,-1361.0,2943.0,4880.0,3145.0,1509.0,2,-6867.0
10325,108.0,-946.0,4134.0,4832.0,-3503.0,439.0,2,-13426.0
10335,1013.0,-72.0,4013.0,4880.0,-2850.0,-4587.0,2,2754.0
10336,952.0,-735.0,3553.0,4816.0,-5507.0,-550.0,2,-8435.0
10337,1072.0,-1301.0,2792.0,4896.0,2488.0,-1112.0,2,7142.0
10338,445.0,-171.0,4866.0,4848.0,-411.0,-2383.0,2,-595.0
10339,610.0,-516.0,3594.0,4832.0,-3904.0,-3264.0,2,-9718.0
10340,1449.0,-599.0,2932.0,4848.0,4329.0,3624.0,2,6496.0
10341,1347.0,-328.0,4370.0,4896.0,4968.0,6078.0,2,2161.0
10342,990.0,-400.0,2728.0,4720.0,-9207.0,-7152.0,2,-1569.0
10343,1138.0,-976.0,3397.0,4896.0,6732.0,5187.0,2,-636.0
10344,1856.0,-817.0,3803.0,4880.0,11947.0,8978.0,2,-2877.0
10345,544.0,-629.0,2601.0,4816.0,-7862.0,-5798.0,2,-6592.0
10346,1529.0,-618.0,4249.0,4816.0,5418.0,6148.0,2,-1785.0
10347,1627.0,-985.0,3815.0,4880.0,7014.0,3685.0,2,-9683.0
10348,297.0,-1076.0,2939.0,4944.0,-2948.0,1844.0,2,-9864.0
10349,1463.0,-767.0,4262.0,4832.0,6222.0,6489.0,2,2002.0
10350,870.0,289.0,4203.0,4848.0,3805.0,1742.0,2,-1552.0
10351,753.0,-153.0,3101.0,4816.0,-4907.0,-5866.0,2,489.0
10352,2234.0,-1371.0,5162.0,4832.0,-5403.0,-448.0,2,5335.0
10353,1594.0,-563.0,4271.0,4848.0,5893.0,-1256.0,2,-1562.0
10354,653.0,-350.0,3520.0,4880.0,-5955.0,-7710.0,2,4885.0
10355,940.0,-444.0,2886.0,4896.0,864.0,-2631.0,2,19038.0
10356,788.0,-229.0,2949.0,4896.0,2386.0,-259.0,2,5318.0
10357,1305.0,-1679.0,4596.0,4848.0,860.0,-1115.0,2,-8145.0
10358,1032.0,-259.0,3566.0,4880.0,-2188.0,-1252.0,2,-5283.0
10359,140.0,-641.0,3889.0,4880.0,-3779.0,-4500.0,2,-4882.0
10360,443.0,-1319.0,5394.0,4832.0,3793.0,-2012.0,2,-13246.0
10361,751.0,-358.0,3061.0,4880.0,-1783.0,-734.0,2,1856.0
10362,592.0,-565.0,3833.0,4896.0,454.0,-402.0,2,122.0
10363,1254.0,-942.0,4195.0,4816.0,-4390.0,2583.0,2,-9570.0
10364,1232.0,-705.0,2851.0,4880.0,1174.0,-2171.0,2,7863.0
10365,421.0,-899.0,3641.0,4832.0,-546.0,-2185.0,2,-4011.0
10366,1172.0,-397.0,3779.0,4832.0,-1761.0,1098.0,2,-3546.0
10367,1944.0,56.0,3439.0,4720.0,-1031.0,4949.0,2,-2462.0
10368,-84.0,-618.0,3615.0,4880.0,-7426.0,-3821.0,2,-10390.0
10369,1371.0,-418.0,2953.0,4832.0,2804.0,3405.0,2,-2140.0
10370,667.0,-63.0,4628.0,4832.0,1173.0,1821.0,2,8702.0
10371,1144.0,-468.0,2899.0,4832.0,-7768.0,-5546.0,2,-1039.0
10372,1984.0,-410.0,3119.0,4784.0,2393.0,2069.0,2,3690.0
10373,1020.0,-891.0,4480.0,4816.0,18459.0,6131.0,2,16861.0
10374,667.0,-214.0,3101.0,4880.0,-9113.0,-9008.0,2,5775.0
10375,1448.0,-827.0,3161.0,4848.0,4490.0,3818.0,2,-4042.0
10376,1879.0,-518.0,3320.0,4816.0,8374.0,8735.0,2,-4477.0
10377,658.0,-647.0,2615.0,4784.0,-7793.0,-6744.0,2,-5405.0
10378,926.0,-731.0,6835.0,4848.0,-223.0,3562.0,2,680.0
10379,638.0,1111.0,3803.0,4832.0,-3586.0,-3799.0,2,-8937.0
10380,695.0,-318.0,2721.0,4880.0,-5368.0,-5863.0,2,-1928.0
10381,1675.0,-766.0,5571.0,4752.0,3328.0,4879.0,2,960.0
10382,903.0,60.0,2993.0,4816.0,3089.0,-35.0,2,15661.0
10383,667.0,-443.0,4250.0,4768.0,-3448.0,-3251.0,2,-2498.0
10384,1483.0,-788.0,4122.0,4816.0,1950.0,157.0,2,-6464.0
10385,1060.0,-571.0,2932.0,4832.0,3617.0,586.0,2,9238.0
10386,730.0,-154.0,4463.0,4784.0,3237.0,518.0,2,8166.0
10387,1098.0,-47.0,4604.0,4880.0,-3325.0,-5082.0,2,-255.0
10388,1752.0,-671.0,3128.0,4816.0,4430.0,2328.0,2,2221.0
10389,1221.0,-536.0,3483.0,4768.0,2027.0,-3099.0,2,5080.0
10390,899.0,-385.0,4560.0,4880.0,-138.0,-5292.0,2,8647.0
10391,637.0,-588.0,3600.0,4768.0,5803.0,-2049.0,2,9522.0
10392,1283.0,-1738.0,2963.0,4720.0,-2963.0,-7222.0,2,12711.0
10393,1679.0,-553.0,3528.0,4832.0,-4795.0,-3496.0,2,-15658.0
10394,491.0,-215.0,5124.0,4816.0,1785.0,-3473.0,2,-1827.0
10395,961.0,-577.0,3637.0,4832.0,-4635.0,-2370.0,2,-5864.0
10396,1373.0,-673.0,2906.0,4752.0,4434.0,2241.0,2,8053.0
10397,1024.0,-460.0,4802.0,4880.0,18191.0,6244.0,2,12213.0
10398,1179.0,-173.0,2861.0,4784.0,-9533.0,-7664.0,2,-1586.0
10399,1639.0,-1349.0,2629.0,4832.0,5972.0,2395.0,2,3312.0
10400,775.0,-216.0,5348.0,4816.0,4862.0,1638.0,2,5000.0
10401,567.0,23.0,3587.0,4816.0,-4385.0,-4095.0,2,-9702.0
10402,69.0,-968.0,3342.0,4784.0,-2014.0,3108.0,2,-15955.0
10403,472.0,-700.0,4518.0,4720.0,64.0,-616.0,2,-10155.0
10404,1073.0,-1536.0,4602.0,4832.0,3102.0,-3339.0,2,-7844.0
10405,1470.0,-891.0,2491.0,4896.0,-611.0,-353.0,2,-141.0
10406,568.0,-123.0,4139.0,4848.0,-1756.0,-2444.0,2,-3028.0
10407,20.0,-770.0,3972.0,4720.0,-4675.0,-1148.0,2,-15918.0
10408,1199.0,-1005.0,2951.0,4752.0,1295.0,1990.0,2,-2690.0
10409,-49.0,-1023.0,3564.0,4816.0,1776.0,1835.0,2,-12644.0
10410,656.0,-589.0,3292.0,4784.0,1656.0,4343.0,2,-4170.0
10411,1515.0,-451.0,2884.0,4816.0,4792.0,5774.0,2,5740.0
10412,771.0,-509.0,3010.0,4720.0,-5993.0,-7095.0,2,569.0
10413,1062.0,-846.0,3676.0,4768.0,2351.0,1875.0,2,1055.0
10414,1323.0,-218.0,3472.0,4896.0,2179.0,1978.0,2,-7850.0
10415,863.0,-260.0,2653.0,4768.0,-5484.0,-5778.0,2,-822.0
10416,1448.0,-520.0,3255.0,4816.0,8728.0,6280.0,2,2919.0
10417,1440.0,-440.0,3475.0,4816.0,5060.0,3523.0,2,-3349.0
10418,701.0,-640.0,2754.0,4784.0,-6706.0,-4727.0,2,-5479.0
10419,1534.0,-631.0,3992.0,4816.0,5329.0,5208.0,2,-5801.0
10420,1801.0,-392.0,3099.0,4672.0,8188.0,6640.0,2,-3264.0
10421,557.0,-812.0,3223.0,4816.0,-6313.0,-4331.0,2,-9948.0
10422,751.0,-798.0,3085.0,4752.0,-1255.0,2779.0,2,-14191.0
10423,384.0,-826.0,4014.0,4832.0,794.0,2200.0,2,-3520.0
10424,639.0,-980.0,3826.0,4784.0,-351.0,-307.0,2,-5957.0
10425,1115.0,-728.0,2590.0,4784.0,-2590.0,-4248.0,2,6941.0
10426,944.0,-52.0,3469.0,4768.0,-1658.0,-3547.0,2,744.0
10427,1586.0,-365.0,5609.0,4784.0,-2135.0,2889.0,2,-2229.0
10428,794.0,-230.0,4116.0,4832.0,7004.0,-1030.0,2,15358.0
10429,816.0,-264.0,3000.0,4832.0,-2891.0,-8419.0,2,9474.0
10430,1251.0,-630.0,3342.0,4832.0,334.0,-1501.0,2,2895.0
10431,824.0,-660.0,3041.0,4768.0,3615.0,1248.0,2,10478.0
10432,1255.0,-771.0,5372.0,4720.0,655.0,-1079.0,2,-3185.0
10433,1233.0,-335.0,3646.0,4720.0,-1413.0,-2145.0,2,9940.0
10434,800.0,-720.0,4394.0,4768.0,4521.0,2660.0,2,-3452.0
10435,556.0,-146.0,4282.0,4672.0,-4187.0,-4639.0,2,4404.0
10436,993.0,-655.0,3201.0,4816.0,-1863.0,-3114.0,2,11558.0
10437,298.0,612.0,3933.0,4752.0,2756.0,1099.0,2,9601.0
10438,140.0,-788.0,3262.0,4848.0,-4058.0,-2419.0,2,-7889.0
10439,1076.0,-598.0,2919.0,4784.0,3406.0,1730.0,2,1323.0
10440,1735.0,-828.0,4181.0,4784.0,9018.0,7748.0,2,10289.0
10441,783.0,-685.0,2839.0,4784.0,-9112.0,-4664.0,2,-5362.0
10442,1207.0,-736.0,3246.0,4720.0,8986.0,6925.0,2,2113.0
10443,1319.0,-1046.0,3337.0,4752.0,3238.0,3727.0,2,-3362.0
10444,196.0,-649.0,3298.0,4704.0,-9162.0,-4715.0,2,-19324.0
10445,1288.0,-513.0,3301.0,4784.0,1885.0,2769.0,2,-7382.0
10446,1645.0,-517.0,3074.0,4768.0,5186.0,6965.0,2,2851.0
10447,783.0,-823.0,2889.0,4720.0,-8334.0,-2960.0,2,-12400.0
10448,2016.0,-1300.0,3363.0,4816.0,12988.0,7906.0,2,3242.0
10449,1847.0,-699.0,4963.0,4656.0,2768.0,4726.0,2,-3525.0
10450,-619.0,-762.0,3582.0,4768.0,-4481.0,685.0,2,-19545.0
10451,590.0,-274.0,3750.0,4784.0,-9087.0,-6847.0,2,-1142.0
10452,682.0,-1355.0,2725.0,4752.0,-6503.0,-4848.0,2,-956.0
10453,1568.0,-1116.0,3746.0,4752.0,6880.0,3789.0,2,-708.0
10454,1755.0,-227.0,3810.0,4720.0,4910.0,5145.0,2,-8786.0
10455,975.0,-279.0,2450.0,4672.0,-3467.0,-2560.0,2,-3563.0
10456,1825.0,-1136.0,4502.0,4720.0,5721.0,6322.0,2,-4876.0
10457,578.0,127.0,4129.0,4752.0,7602.0,3018.0,2,-2869.0
10458,676.0,-475.0,2735.0,4720.0,-6038.0,-4843.0,2,-9000.0
10459,1709.0,-550.0,4630.0,4704.0,4267.0,4659.0,2,-1182.0
10460,935.0,319.0,3922.0,4720.0,5168.0,543.0,2,-5462.0
10461,5.0,-1209.0,3568.0,4752.0,-3209.0,-866.0,2,-17390.0
10462,451.0,-829.0,3381.0,4768.0,-5149.0,7920.0,2,-14301.0
10463,331.0,49.0,3989.0,4720.0,-5176.0,-6495.0,2,1721.0
10464,630.0,-839.0,3108.0,4704.0,-6356.0,-3404.0,2,-6817.0
10465,1418.0,-1070.0,3286.0,4752.0,4239.0,4923.0,2,-2384.0
10466,884.0,-43.0,3796.0,4768.0,953.0,3216.0,2,-12631.0
10467,-203.0,-246.0,3542.0,4752.0,-1682.0,-6807.0,2,-7790.0
10468,1073.0,-1142.0,5150.0,4768.0,-6219.0,5467.0,2,-10110.0
10469,459.0,-576.0,3296.0,4720.0,8695.0,-3993.0,2,11733.0
10470,566.0,-136.0,3896.0,4656.0,-3911.0,-4890.0,2,-3140.0
10471,1539.0,-793.0,4224.0,4768.0,114.0,-1067.0,2,-5759.0
10472,1053.0,-695.0,2973.0,4704.0,8715.0,3046.0,2,15198.0
10473,524.0,-743.0,3556.0,4720.0,-4404.0,-1907.0,2,1548.0
10474,1525.0,-1151.0,3524.0,4768.0,-3156.0,-1644.0,2,-6277.0
10475,848.0,-435.0,2859.0,4768.0,-1744.0,-6270.0,2,16444.0
10476,657.0,-96.0,3814.0,4816.0,-2817.0,-4580.0,2,711.0
10477,1216.0,-450.0,4561.0,4752.0,-4661.0,-2692.0,2,-721.0
10478,1491.0,-334.0,2868.0,4768.0,4941.0,1367.0,2,16589.0
10479,1105.0,-286.0,3953.0,4720.0,2102.0,-825.0,2,4848.0
10480,1120.0,-621.0,4268.0,4720.0,-7314.0,-3400.0,2,-6956.0
10481,1230.0,-800.0,2744.0,4704.0,2494.0,370.0,2,8194.0
10482,665.0,-575.0,3748.0,4752.0,-1294.0,-1473.0,2,-3039.0
10483,-75.0,-899.0,3986.0,4784.0,-3285.0,6326.0,2,-14222.0
10484,521.0,486.0,3781.0,4784.0,-2961.0,-925.0,2,-1600.0
10485,612.0,-484.0,3274.0,4720.0,-4146.0,-5713.0,2,-3693.0
10486,1729.0,-955.0,5552.0,4768.0,4946.0,5472.0,2,3012.0
10487,931.0,359.0,3739.0,4816.0,-1028.0,-670.0,2,269.0
10488,600.0,-526.0,3487.0,4720.0,-1062.0,-4086.0,2,-7577.0
10489,1586.0,-684.0,5732.0,4720.0,7415.0,8052.0,2,6511.0
10490,1096.0,189.0,2989.0,4720.0,2343.0,-96.0,2,11251.0
10564,1645.0,147.0,3614.0,4896.0,9159.0,6103.0,2,1610.0
10565,1513.0,4.0,4273.0,4784.0,-11740.0,-4958.0,2,-9932.0
10566,763.0,-985.0,3075.0,4832.0,-5686.0,-3520.0,2,-14080.0
10567,1618.0,-363.0,4480.0,4880.0,11025.0,9667.0,2,4857.0
10568,937.0,531.0,3844.0,4896.0,-1529.0,-1551.0,2,-3240.0
10569,763.0,-587.0,2969.0,4880.0,-3762.0,-3990.0,2,-3444.0
10680,-3355.0,-2170.0,-701.0,3904.0,-1420.0,-727.0,2,159.0
10681,-3072.0,-3051.0,208.0,3824.0,-334.0,3753.0,2,-1100.0
10682,-3424.0,-2276.0,-430.0,3904.0,43.0,-851.0,2,-1146.0
10683,-3290.0,-2600.0,-294.0,3936.0,-1131.0,-336.0,2,-1410.0
10684,-3009.0,-1999.0,-1642.0,3904.0,-9439.0,-6934.0,2,-5886.0
10685,-3554.0,22.0,-984.0,3936.0,-1465.0,-664.0,2,-5205.0
10686,-3597.0,999.0,-2394.0,3888.0,774.0,8854.0,2,11948.0
10687,-1752.0,3100.0,-2505.0,3936.0,-673.0,-611.0,2,-76.0
10688,-1998.0,2890.0,-2310.0,4000.0,-364.0,-841.0,2,-583.0
10689,-1528.0,3258.0,-2112.0,3888.0,-733.0,1197.0,2,2860.0
10690,-2354.0,2733.0,-3406.0,3936.0,2659.0,-20457.0,2,-14751.0
10691,-2778.0,2526.0,-2060.0,3824.0,-270.0,-542.0,2,1207.0
10692,-2590.0,2652.0,-1812.0,4000.0,-5600.0,2540.0,2,-2003.0
10693,-6261.0,1593.0,6173.0,4000.0,1246.0,4256.0,2,8161.0
10694,-3782.0,1268.0,-1314.0,4048.0,-202.0,-1012.0,2,-2107.0
10695,-3816.0,1004.0,-1561.0,3936.0,879.0,1089.0,2,-1783.0
10696,-4046.0,712.0,-1439.0,4000.0,-962.0,-134.0,2,-7551.0
10697,-4362.0,897.0,-1672.0,3968.0,8414.0,-705.0,2,-10495.0
10698,-3805.0,168.0,-1452.0,3936.0,-1259.0,4946.0,2,-519.0
10699,-3066.0,-210.0,-1762.0,4016.0,-7258.0,3181.0,2,6575.0
10700,-3726.0,-997.0,-1842.0,4000.0,-153.0,-2371.0,2,-4052.0
10701,-3639.0,-1527.0,-1453.0,4000.0,1178.0,-382.0,2,-634.0
10702,-3462.0,-418.0,408.0,3936.0,-10275.0,-11874.0,2,5797.0
10703,-3891.0,-1054.0,782.0,4048.0,-3629.0,3680.0,2,4913.0
10704,-3627.0,929.0,-367.0,3952.0,4322.0,-1286.0,2,3786.0
10705,-3187.0,2291.0,-429.0,3968.0,1291.0,-2439.0,2,1247.0
10706,-2673.0,3184.0,-301.0,4048.0,-1283.0,2020.0,2,984.0
10707,-3533.0,2802.0,-1670.0,4000.0,-758.0,-5961.0,2,2456.0
10708,-2603.0,3527.0,-649.0,4048.0,2997.0,-2340.0,2,-1275.0
10709,-2356.0,3331.0,-141.0,4016.0,-2562.0,-1326.0,2,3013.0
10710,-3452.0,3205.0,-288.0,4016.0,811.0,9113.0,2,960.0
10711,-2806.0,3156.0,-420.0,4000.0,1886.0,-3012.0,2,-99.0
10712,-2054.0,3739.0,1475.0,4048.0,-6984.0,3232.0,2,-341.0
10713,-4350.0,-495.0,-168.0,3968.0,1816.0,-3917.0,2,-7572.0
10714,-3608.0,-963.0,-382.0,4016.0,717.0,9664.0,2,11954.0
10715,-3379.0,-3018.0,470.0,3968.0,2632.0,6752.0,2,18719.0
10716,-3314.0,-2191.0,39.0,4080.0,-49.0,-2201.0,2,3642.0
10717,-4168.0,112.0,408.0,4064.0,-15389.0,-12404.0,2,12660.0
10718,-3042.0,3327.0,-153.0,4064.0,-996.0,-214.0,2,1061.0
10719,-969.0,1131.0,1584.0,4064.0,-12886.0,-32768.0,2,30500.0
10720,3823.0,-1973.0,-32.0,4224.0,814.0,785.0,2,15.0
10721,114.0,-1981.0,4480.0,4176.0,12813.0,-1980.0,2,18690.0
10722,1522.0,-1165.0,3275.0,4240.0,108.0,-3294.0,2,14317.0
10723,1207.0,-1444.0,3855.0,4176.0,4341.0,2115.0,2,3324.0
10724,837.0,-1211.0,4389.0,4144.0,-3908.0,2719.0,2,-4585.0
10725,658.0,284.0,3571.0,4192.0,1900.0,-1728.0,2,-6321.0
10726,353.0,-1126.0,3169.0,4224.0,-5448.0,-503.0,2,-12512.0
10727,1480.0,-1338.0,3270.0,4176.0,5616.0,4725.0,2,-2772.0
10728,1068.0,-1180.0,4620.0,4176.0,3885.0,1625.0,2,3710.0
10729,-52.0,-1638.0,3904.0,4176.0,-489.0,1473.0,2,-14847.0
10730,739.0,-1416.0,2843.0,4144.0,-2140.0,1997.0,2,-4126.0
10731,-295.0,-1286.0,3544.0,4176.0,-2665.0,2602.0,2,-10853.0
10732,903.0,-1101.0,3308.0,4144.0,3863.0,2000.0,2,-7935.0
10733,820.0,-606.0,3840.0,4144.0,-2583.0,-829.0,2,-3798.0
10734,699.0,-1481.0,3767.0,4224.0,-3550.0,983.0,2,-3164.0
10735,756.0,-1223.0,2987.0,4144.0,4446.0,-4371.0,2,17126.0
10736,710.0,-838.0,3665.0,4176.0,-1802.0,-1462.0,2,-458.0
10737,1140.0,-1123.0,5369.0,4192.0,4782.0,1831.0,2,4965.0
10738,1181.0,-923.0,3512.0,4240.0,2728.0,3143.0,2,-6841.0
10739,650.0,-891.0,3097.0,4288.0,-5328.0,-361.0,2,-8528.0
10740,1144.0,-1156.0,3076.0,4192.0,4742.0,766.0,2,3919.0
10741,1104.0,-1100.0,3529.0,4112.0,2684.0,286.0,2,-2320.0
10742,1153.0,-789.0,3654.0,4224.0,-4095.0,558.0,2,-10574.0
10743,846.0,-498.0,3562.0,4144.0,-1531.0,-4454.0,2,14005.0
10744,392.0,-993.0,3044.0,4256.0,-4525.0,-505.0,2,-15851.0
10745,1272.0,-1047.0,3231.0,4144.0,5497.0,3682.0,2,-1866.0
10746,932.0,-1280.0,4915.0,4256.0,486.0,4595.0,2,-3644.0
10747,225.0,-1325.0,3917.0,4192.0,4343.0,2512.0,2,-10793.0
10748,499.0,-1007.0,3637.0,4320.0,-4460.0,2927.0,2,-9943.0
10749,222.0,-1353.0,3333.0,4256.0,4264.0,410.0,2,-5378.0
10750,785.0,-978.0,2821.0,4176.0,1707.0,114.0,2,833.0
10751,772.0,-952.0,3453.0,4240.0,-3378.0,-2909.0,2,3449.0
10752,1302.0,-1225.0,4460.0,4288.0,4831.0,1617.0,2,10858.0
10753,1532.0,-1095.0,3228.0,4256.0,3320.0,124.0,2,948.0
10754,634.0,-1104.0,3123.0,4288.0,-5656.0,-185.0,2,-8920.0
10755,1064.0,-939.0,3074.0,4288.0,3013.0,870.0,2,-609.0
10756,963.0,-969.0,3867.0,4224.0,2504.0,34.0,2,-497.0
10757,1381.0,-1447.0,3995.0,4192.0,1.0,165.0,2,2943.0
10758,947.0,-348.0,3624.0,4224.0,1927.0,-1586.0,2,11430.0
10759,631.0,-862.0,3230.0,4192.0,-5202.0,-2889.0,2,-3593.0
10760,1312.0,-1360.0,3214.0,4240.0,7210.0,1735.0,2,-2931.0
10761,1149.0,-797.0,3548.0,4144.0,1476.0,2357.0,2,6461.0
10762,814.0,-1078.0,4125.0,4240.0,-4669.0,-3577.0,2,-4618.0
10763,835.0,-1466.0,2871.0,4224.0,2464.0,-1617.0,2,9028.0
10764,531.0,-1049.0,3442.0,4192.0,-3177.0,-327.0,2,-4217.0
10765,697.0,-1042.0,4704.0,4224.0,-143.0,2452.0,2,2248.0
10766,671.0,-371.0,3899.0,4144.0,656.0,-173.0,2,-2236.0
10767,523.0,-697.0,3019.0,4224.0,-1537.0,-825.0,2,-4843.0
10768,1014.0,-1045.0,3044.0,4224.0,3886.0,324.0,2,1998.0
10769,673.0,-755.0,3653.0,4176.0,1013.0,-3973.0,2,3856.0
10770,687.0,-1098.0,3538.0,4288.0,9008.0,-2274.0,2,16388.0
10771,833.0,-954.0,3440.0,4176.0,-2111.0,1441.0,2,-4628.0
10772,1111.0,-1065.0,3571.0,4240.0,5122.0,1419.0,2,1891.0
10773,1179.0,-1136.0,4386.0,4240.0,6499.0,2550.0,2,6698.0
10774,847.0,-1085.0,3667.0,4288.0,-3877.0,-2276.0,2,-5055.0
10775,977.0,-1069.0,2764.0,4256.0,2431.0,-2021.0,2,5490.0
10776,544.0,-934.0,3843.0,4256.0,-3106.0,-1219.0,2,-1295.0
10777,1191.0,-1765.0,4124.0,4288.0,-455.0,289.0,2,4720.0
10778,1000.0,-274.0,3763.0,4256.0,-1096.0,-2880.0,2,4112.0
10779,612.0,-802.0,3024.0,4224.0,-3448.0,-3591.0,2,-147.0
10780,799.0,-1044.0,4009.0,4288.0,3955.0,883.0,2,8336.0
10781,1267.0,-1471.0,2747.0,4192.0,8759.0,1853.0,2,4901.0
10782,699.0,-731.0,3452.0,4304.0,-8320.0,-249.0,2,-6025.0
10783,1004.0,-948.0,2878.0,4224.0,4280.0,-937.0,2,3873.0
10784,726.0,-972.0,3572.0,4224.0,-804.0,-1857.0,2,-471.0
10785,999.0,-1249.0,4312.0,4224.0,1638.0,897.0,2,2561.0
10786,692.0,-719.0,3758.0,4240.0,1538.0,-2941.0,2,9107.0
10787,737.0,-1251.0,3637.0,4192.0,5620.0,-2087.0,2,16257.0
10788,1083.0,-939.0,4602.0,4176.0,5078.0,-1066.0,2,9382.0
10789,807.0,-973.0,3862.0,4320.0,-3402.0,83.0,2,-8061.0
10790,948.0,-854.0,3180.0,4288.0,1062.0,-4318.0,2,14391.0
10791,970.0,-613.0,3551.0,4240.0,-547.0,-2276.0,2,6374.0
10792,1778.0,-986.0,5124.0,4224.0,4310.0,1737.0,2,8831.0
10793,765.0,-14.0,3756.0,4256.0,-1531.0,-2403.0,2,-1815.0
10794,40.0,-944.0,3402.0,4304.0,-387.0,1694.0,2,-10437.0
10795,620.0,-516.0,3521.0,4240.0,-380.0,2628.0,2,-7932.0
10796,799.0,-741.0,4427.0,4192.0,1590.0,-2349.0,2,1908.0
10797,849.0,-1424.0,3836.0,4368.0,-2529.0,-2071.0,2,-13.0
10798,901.0,-1178.0,3039.0,4352.0,571.0,-809.0,2,9286.0
10799,-36.0,-1068.0,3672.0,4320.0,-3215.0,-480.0,2,-9669.0
10800,927.0,-957.0,3653.0,4288.0,364.0,5737.0,2,-10280.0
10801,-470.0,-1086.0,3892.0,4256.0,-1345.0,652.0,2,-17236.0
10802,1116.0,-977.0,3129.0,4288.0,983.0,5890.0,2,-2674.0
10803,1147.0,-1549.0,3833.0,4224.0,5262.0,-1235.0,2,13054.0
10804,294.0,-1153.0,4017.0,4176.0,-3970.0,-2454.0,2,-9131.0
10805,1030.0,-1172.0,2968.0,4240.0,-663.0,305.0,2,-1719.0
10806,804.0,-707.0,3599.0,4304.0,4629.0,-2068.0,2,8567.0
10807,1550.0,-1843.0,5378.0,4192.0,9621.0,1547.0,2,14676.0
10808,713.0,-254.0,4121.0,4320.0,4262.0,-2886.0,2,3509.0
10809,661.0,-1112.0,3247.0,4240.0,-8478.0,-2677.0,2,-6974.0
10810,1260.0,-1320.0,3024.0,4288.0,11824.0,5352.0,2,-3128.0
10811,182.0,-787.0,4004.0,4304.0,-5239.0,900.0,2,-10064.0
10812,238.0,-1414.0,3996.0,4288.0,2946.0,-729.0,2,-4666.0
10813,444.0,-524.0,3390.0,4192.0,-1397.0,-933.0,2,874.0
10814,748.0,-988.0,3487.0,4192.0,-5101.0,-3578.0,2,2382.0
10815,1052.0,-1056.0,3847.0,4224.0,10939.0,1878.0,2,5579.0
10816,955.0,-866.0,3587.0,4240.0,-6809.0,-3744.0,2,6161.0
10817,919.0,-1305.0,3836.0,4288.0,1171.0,382.0,2,-3582.0
10818,902.0,-220.0,3844.0,4224.0,-909.0,-286.0,2,1878.0
